Isolepis nodosa
Malesherbia fasciculata var. fasciculata
Pseudognaphalium cymatoides
Caesalpinia spinosa
Myrceugenia obtusa var. polyantha
Juania australis
Poa fulvescens
Rhodophiala fulgens
Leucheria cantillanensis
Spirolobium australe
Stenodraba imbricatifolia var. glabrata
Alguelagum salviae
Sisyrinchium bifolium
Werdermannia anethifolia
Malvastrum pygmaeum
Fabiana viscosa
Junellia silvestrii
Solanum etuberosum var. antucense
Potamogeton strictus var. magellanicus
Berberis darwinii
Baccharis pingraea var. pingraea
Phleum alpinum
Poa patagonica
Solanum tuberosum var. cultum
Phycella lutea
Cardamine valdiviana
Hypsela reniformis
Rumex erosus
Jovellana violacea
Chloraea collicensis
Calandrinia gayana var. hirtella
Gaultheria tenuifolia var. promaucana
Elynanthus laxus
Neoporteria nidus var. matancillana
Bowlesia tripartita var. triloba
Calceolaria crocea
Aster vahlii var. australis
Francoa sonchifolia
Viola polypoda
Senecio dichotomus
Spergula platensis
Asplenium fernandezianum
Lepechinia chamaedryoides
Cyclolepis denticulata
Microsorum scolopendria
Agrostis imberbis
Copiapoa pendulina
Trichocline stuebelii
Astragalus cauquenensis
Eritrichium delicatulum
Asarca leucantha
Gnaphalium obscurum
Baccharis foliosa
Cristaria fuentesiana
Gamocarpha multicaulis
Calceolaria effusa
Acaena magellanica
Adesmia ulicina
Mutisia subulata var. cavanillessii
Erigeron bonariensis
Discaria discolor
Escallonia callcottiae var. fernandeziana
Heterothrix anethifolia
Senecio miser
Plagiobothrys collinus
Vicia graminea var. multiflora
Piptocarpha excelsa
Spiranthes diuretica
Patagonium senticulum
Asarca odoratissima
Senecio ammophilus
Thlaspi magellanicum
Proustia pyrifolia var. canescens
Carex indecora var. humilis
Embothrium coccineum var. cavanillesii
Copiapoa echinata var. borealis
Aphyllocladus denticulatus var. calvus
Pyrrhocactus reconditus
Phaca vaga
Geranium philippii
Escallonia illinita var. stenopetala
Oxalis corniculata var. corniculata
Pernettya empetrifolia
Patagonium lanatum var. axillaris
Eritrichium glomeruliferum
Valeriana heterophylla
Cruckshanksia patagonica
Mutisia reticulata
Diplandra potamogeton
Lupinus  subinflatus
Huanaca geraniifolia
Geranium apricum
Aristolochia pearcei
Trichodium glabrum
Adesmia exilis
Hypericum perforatum
Adesmia glutinosa
Alopecurus geniculatus var. geniculatus
Metazanthus cacalioides
Erigeron artemisioides
Azorella coriacea
Alona rigida
Distichlis ammobia
Lathyrus patagonicus
Nuttallanthus canadensis
Eriosyce sandillon var. mollensis
Oriastrum lycopodioides
Philibertia solanoides
Calandrinia feltonii
Lippia microphylla
Aplophyllum decurrens
Phleum pratense
Blechnum microphyllum
Ranunculus flaccidus
Zephyranthes tubispatha
Anemone multifida var. magellanica
Eulychnia saint-pieana
Eryngium rostratum var. diversifolium
Datura inoxia
Senecio yegua var. pilotus
Polygala philippiana
Nassauvia cumingii
Oreopolus citrinus
Arbutus pumila
Eupatorium  salvium
Patagonium pentaphyllum
Ligusticum nemorosum
Deyeuxia eminens var. discreta
Quinchamalium majus
Conyza linifolia
Viola maculata
Mimulus rivularis
Tripolium tenuifolium
Ribes heterophyllum
Baccharis linearis subsp. pycnocephala
Oxalis gyrorhiza
Eryngium paniculatum
Oryza sativa
Myrceugenella apiculata var. australis
Helosciadium ranunculifolium
Dipsacus sativus
Perezia carthamoides
Trichomanes dichotomum
Ourisia elegans
Echthronema pumilum
Pycreus megapotamicus var. jaeggii
Baccharis incarum var. lejia
Bromus erectus
Phacelia nana
Mutisia meyeniana
Erigeron brittonianus
Oenothera arequipensis
Perezia recurvata subsp. recurvata
Tragacantha grandis
Euphorbia raphilippii
Chaetanthera villosa
Plantago tomentosa var. foncki
Micropus globiferus
Poa philippii
Gilia berterii
Lemna minima
Polystichum mohrioides var. plicatum
Valeriana leucocarpa
Carex skottsbergiana
Steriphe corymbosa
Nassella rupestris
Cardamine gongylodes
Cistanthe humilis
Tillaea rencana
Nassella parodii
Maytenus disticha
Spergularia larrañagae
Prosopis atacamensis
Amaranthus looseri
Bowlesia paposana
Verbena spathulata
Copiapoa applanata
Taenitis sagittaefera
Mitostigma cordifolium
Carpha andina
Senecio patagonicus var. lobatifolius
Flotovia diacanthoides
Nolana tocopillensis
Serpyllopsis caespitosa var. dusenii
Drymaria engleriana var. devia
Rea neriifolia
Vincetoxicum undulatum
Calliandra chilensis
Koeleria poaeoides
Cardamine alsophila
Alstroemeria haemantha var. pilosa
Nanodea muscosa
Oxalis perdicaria
Chabraea tenuior
Carex kurtziana
Amaryllis ananuca
Hoffmannseggia andina var. eremophila
Heliotropium stenophyllum
Plectocephalus atacamensis
Lophopappus foliosus
Azara lechleriana
Patagonium axillare
Lophopappus cuneatus
Uncinia austroamericana
Homoianthus viscosus
Stenotaphrum secundatum
Pogonia lessonii var. skottsbergii
Hippeastrum germainii
Mutisia ilicifolia var. ilicifolia
Galium debile
Puya alpestris
Calamagrostis deserticola var. breviaristata
Agrostis uliginosa
Deyeuxia elegans
Cressa australis var. petiolata
Islaya laui
Tylloma glabratum
Uncinia brevicaulis var. macloviana
Melica berteroana fma. violacea
Trisetum parvulum
Eritrichium sessiliflorum
Clarionea laciniata
Mimulus glabratus var. externus
Hydrangea integerrima
Trichocereus chiloensis var. borealis
Baccharis tola subsp. santelicis var. chrysophylla
Boerhavia nudicaulis
Bowlesia dumetorum
Senecio araucanus
Solanum rickii
Cynanchum nanum
Pernettya oblongifolia
Baccharis solieri
Isolepis heterophylla
Schinus polygamus
Menonvillea parviflora
Bidens macrantha
Alchemilla diplophylla
Azorella hydrocotylifolia
Cuscuta odorata
Spergularia cremnophila
Cistanthe stricta
Haplopappus uncinatus
Corryocactus brevistylus
Epilobium aconcaguinum
Malesherbia ovata
Escallonia concinna
Berberidopsis corallina
Nothoscordum striatellum
Oxalis ranchillos
Eriosyce aerocarpa
Bowlesia multiradiata
Calamagrostis cabrerae var. trichopoda
Persea lingue var. canescens
Lasiorhiza pulchella
Neuontobotrys desericola
Erigeron graveolens
Loasa illapelina var. laciniata
Malva plumosa
Carex transandina
Cardamine garaventae
Poa dialystostachya
Philesia magellanica
Astragalus macrophysus
Plantago uniglumis
Sisyrinchium stenopetalum
Minuartia acutiflora
Haplopappus uncinatus var. candolei
Asarca ventanai
Erigeron graminifolius
Poa obvallata
Evolvulus sericeus var. sericeus
Epilobium australe
Polygala thesioides
Plantago maritima var. juncoides
Pteris vespertilionis var. flavescens
Verbena sulphurea var. taltalensis
Gyrostachys chilensis
Barneoudia major
Sisymbrium andinum var. morenoanum
Hesperis florida
Berberis empetrifolia var. magellanica
Chorizanthe vaginata
Viviania petiolata
Carex malmei
Grammitis triloba
Pernettya trinervia
Dinemandra ramosissima
Hydrocotyle triflora
Samolus latifolius
Oriastrum acerosum var. dasycarpum
Nassella coquimbensis
Rhodostachys andina
Struthiopteris remota
Sisyrinchium lutescens
Nama undulatum
Frankenia aspera
Cryptantha phacelioides
Schizopetalon brachycarpum
Euphrasia picta
Pterocactus skottsbergii
Malva moschata
Urtica darwinii
Acaena depauperata
Carex chlorolepis
Cuscuta epithymum var. angustissima
Carex vallis-pulchrae
Tragacantha flava
Chenopodium zoellneri
Eritrichium longifolium
Pectocarya dimorpha
Baccharis nivalis
Escallonia pulverulenta
Senecio tocornali
Sisyrinchium longistylum
Neochilenia chilensis
Pyrrhocactus choapensis
Zephyranthes pseudocolchicum
Haplopappus serrulatus
Lathyrus japonicus var. aleuticus
Dioscorea tenuis
Calceolaria lanceolata
Cryptogramma crispa var. chilensis
Montiopsis cistiflora
Calibrachoa parviflora
Haplopappus philippii
Valeriana pycnantha
Astragalus closianus
Nolana salsoloides
Viviania tenuicaulis
Frankenia erecta
Colletia stipellacea
Copiapoa cinerea var. columna-alba
Conyza colinensis
Senebiera australis
Porlieria chilensis
Drapetes muscoides
Orites myrtoidea
Sophora fernandeziana var. fernandeziana
Patagonium leiocarpum var. elongatum
Plantago pauciflora var. major
Senecio cotuloides
Habranthus lineatus
Triptilion humile
Solaria miersioides
Jarava brachychaeta
Festuca arundinacea
Urachne major
Arundo egmontiana
Eritrichium kingii
Neoporteria nigrihorrida
Conanthera parvula
Margyricarpus pinnatus
Calceolaria bipinnatifida
Eritrichium mite
Haplopappus fallax
Convolvulus pauciflorus var. chilensis
Halerpestes uniflora
Polypogon breviaristatus
Cynodon nitidus
Pogonia lessonii var. poeppigii
Hymenophyllum tunbrigense
Serpyllopsis caespitosa var. densifolia
Jaborosa magellanica
Astragalus dilectus
Neochilenia malleolata
Oriastrum glabriusculum
Cuscuta racemosa var. andina
Ophioglossum lusitanicum subsp. coriaceum
Adesmia palenae
Nicotiana collae
Leuceria thermarum var. araucana
Gnaphalium chamissonis
Festuca platyphylla
Poa taltalensis
Apium fernandezianum
Laurus peumo
Lenzia chamaepitys
Eriosyce  subgibbosa subsp. subgibosa var. subgibosa
Escallonia carmelitana
Acaena ischnostemom
Uncinia erinacea var. angustata
Calceolaria ascendens var. chiloensis
Euphorbia cyathophora
Dorvalla eucharis
Neochilenia simulans
Caiophora espigneira
Malesherbia serrata
Conyza bonariensis
Carex propinqua
Potamogeton pusillus var. longepedunculatus
Lycium rachidocladum
Phaca concinna
Calandrinia uspallatensis
Grammitis poeppigiana
Clintonia pusilla
Trisetum chromostachyum
Buddleja araucana
Pycnophyllum lanatum
Dioscorea helicifolia
Adesmia ramosissima
Fagus alpina
Azorella ulicina
Sisymbrium magellanicum
Myosotis linearis
Malvastrum tenellum
Oxalis subcarnosa
Nasturtium philippianum
Eriosyce odieri var. monte-amargensis
Triptilion pectinatum var. millefolium
Poa pumila
Viola friderici
Gynerium sagittatum
Poa fallens
Oxalis capillipes
Pectocarya anomala
Arabis spathulata
Deschampsia chrysostachya
Symphyotrichum vahlii var. tenuifolium
Senecio antucensis
Juncus luzuloxyphium
Deyeuxia crispa
Oligosporus emarginatus
Amaryllis araucana
Argemone subfusiformis
Juncus pallescens
Descurainia stricta var. florida
Myrceugenia obtusa
Jussiaea glandulosa
Potamogeton linguatus
Meringium tortuosum
Stemodiacra chilensis
Ranunculus sericans
Neoporteria nidus var. multicolor
Oenothera bracteata
Diplopappus pinnatifidus
Nolana clivicola
Lucilia frigida
Haplopappus ilicifolius var. platylepis
Eryngium fernandezianum
Jaborosa pinnata
Chamaesyce meyeniana
Schizopetalon rupestre
Geranium berteroanum var. ciliatum
Triptilion axillare
Aira atropurpurea var. magellanica
Polypogon interruptus var. breviaristatus
Malesherbia lirana
Alshehbazia hauthalii
Oxalis leucophylla
Polypodium scolopendria
Achyrophorus chrysanthus
Patagonium emarginatum
Agrostis paucinodis
Anemone decapetala var. grandifolia
Brachyris floribunda
Glandularia ribifolia
Azorella lycopodioides var. compacta
Haageocereus australis
Gnaphalium robustum
Olsynium junceum
Rebis punctata
Rhodophiala tiltilensis
Copiapoa humilis var. humilis
Neottia diuretica
Conyza lechleri
Eriosyce sandillon var. algarrobensis
Berberis coletioides var. gracilis
Argyranthemum frutescens
Arequipa leucotricha
Hypochaeris meyeniana
Acacia  macracantha
Deyeuxia velutina var. velutina
Panke caulescens
Eriosyce villosa
Jussiaea hexapetala
Gnaphalium axillare
Ourisia glabra
Sisyrinchium multiflorum
Gunnera insularis
Salvia cuspidata subsp. gilliesii
Euphrasia formosissima
Astradelphus chilensis
Scilla triflora
Cissus striata var. chilensis
Traubia modesta
Vasquezia biternata
Calamagrostis curvula
Azara pycnophylla
Nassauvia lycopodioides
Calydorea speciosa
Chaetanthera pubescens
Calamagrostis viridiflavescens var. montevidensis
Austroblechnum corralense
Scirpus trichocaulos
Azara chiloensis
Conyza dumetorum
Galium trichocarpum var. telanthos
Polypodium lanceolatum var. araucanum
Oenothera prismatica var. dasycarpa
Chabraea rosea
Sida eriantha
Astragalus arnottianus
Lophozonia glauca
Chaetanthera berteriana
Nassauvia uniflora
Solanum tenuicaule
Setaria parviflora var. parviflora
Dicranopteris pedalis var. litoralis
Haplopappus hookerianus
Gnaphalium berterianum
Hymenophyllum plicatum var. krauseanum
Urocarpidium mathewsii
Senecio vaginifolius
Molinaea micrococos
Richardella lucuma
Aster vahlii var. tenuifolius
Odontorrhynchus variabilis
Leucocoryne connivens
Boopis patagonica
Chiliotrichum amelloideum var. lanceolatum
Vicia nana
Pernettya minima
Nassauvia abbreviata var. robusta
Pintoa chilensis
Senecio fistulosus
Achyrophorus chondrilloides
Elymus magellanicus
Valdivia gayana
Lasiorhiza philippiana
Sinapis arvensis
Panargyrum pectinatum
Carex filiforme
Perezia atacamensis
Acaena microcephala
Haplopappus cuneifolius
Juncus crassiculmis
Astragalus amatus
Cinnagrostis viridiflavescens var. viridiflavescens
Dasyphyllum diacanthoides
Valeriana crenata
Saxifraga cordillerana
Potentilla anserina
Cristaria flexuosa
Patagonium peraltae
Allium vineale var. compactum
Ornithopus compressus
Trifolium angustifolium
Leucocoryne angustipetala
Nolana peruviana subsp. divaricata
Gnaphalium oliganthum
Solanum pentlandii subsp. pentlandii
Patagonium apricum
Eriosyce occulta
Arenaria serpylloides var. andicola
Cyphocarpus innocuus
Nolana lanceolata
Zephyra elegans
Schkuhria coquimbana
Stipa annua
Koeleria johnstonii
Bromus trinii var. pallidiflora
Neltuma alba
Dacrydium foncki
Lycopersicon pissisi
Notholaena sulphurea
Cynanchum chiloense
Lorenzochloa venusta
Rhaphithamnus spinosus var. inermis
Uncinia lechleriana
Eugenia exsucca var. patagua
Sticherus pedalis
Acaena macrostemon subsp. closiana
Sesuvium americanum
Puya chilensis var. gigantea
Conyza bonariensis var. leiotheca
Cardamine hirsuta var. magellanica
Copiapoa humilis var. esmeraldana
Stachys closi
Nertera depressa
Paneguia striata
Copiapoa dealbata
Dolia foliosa
Fuchsia discolor
Hypochaeris eurylepis
Bowlesia dichotoma var. integerrima
Amaryllis tubiflora
Senecio linariifolius
Helenium vallenariense
Anomocarpus tenuifolius
Ranunculus peduncularis
Paspalum forsterianum
Dioscorea oligophylla
Retanilla ephedra
Rhodolirium montanum
Urtica gracilis
Erigeron consanguineus
Gentiana quadrangularis
Dolia incana
Valeriana caudata
Myrcianthes coquimbensis
Rorippa sarmentosa
Luma gayana
Oxalis valdiviensis var. antucensis
Tropaeolum tricolor var. pallescens
Adesmia radicans
Chaetanthera moenchioides var. pauciflora
Zephyranthes advena
Calandrinia denticulata var. echinata
Acetosella puberula
Turritis chilensis
Vinca major
Nolana onoana
Polypogon exasperatus var. kuntzei
Melica violacea
Lathyrus dumetorum
Paronychia chilensis subsp. chilensis
Eritrichium gracile
Myrceugenia distoma
Fuchsia gracilis var. tenella
Oxybaphus prostratus
Specularia biflora
Colpodium planifolium
Hymenophyllum caudiculatum var. productum
Dolichogyne genistoides
Senna septemtrionalis
Blechnum hastatum var. trilobum
Monnina pterocarpa var. angustifolia
Arenaria rivularis
Calandrinia caulescens
Persea caustica
Carduus pycnocephalus
Pozoa denticulata
Alternanthera porrigens
Elatine nivalis
Calandrinia stricta
Cortaderia longicauda
Stipa humilis
Cardamine nivalis
Satureja gilliesii
Bidens chilensis
Dolia crassifolia
Ranunculus dusenii
Chaetanthera pentapetala
Maytenus chilensis var. angustifolius
Blechnum blechnoides
Vicia grata
Miersia tenuiseta
Panargyrum densifolium
Gynopleura linearifolia
Tetraglochin microphyllum
Thlaspi glaucophyllum
Exacum inflatum
Patagonium arboreum
Bustillosia chilensis
Cryptantha marioricardiana
Megalachne dantonii
Pappostipa humilis
Lepidophyllum quadrangulare
Cistanthe chrysantha
Villanova robusta
Adesmia meyeniana
Carex gaimardioides
Sporobolus scaber
Xeraea umbellata
Homoianthus lyratus
Chaetanthera volckmanni
Thelocephala nuda
Brachypappus candicans
Leucheria millefolium
Lathyrus magellanicus var. heterocirrus
Senecio ahrendsi
Myrtus uliginosa
Croton tricuspidatus
Thelocephala odieri
Calycera herbacea var. sinuata
Lippia nodiflora var. minor
Lychnis graminea
Uraspermum glabratum
Cheilanthes ternifolia
Plagiobothrys foliosus
Parietaria debilis
Cynoglossum zeylanicum
Nassauvia pygmaea var. pygmaea
Mutisia grossedentata
Acaena pinnatifida subsp. oligacantha
Oxybaphus ovatus var. acutus
Lobivia ferox
Geum quellyon
Valeriana moyanoi
Polygala salasiana
Fabiana clarenii
Fagus forsteri
Perdicium lactucoides
Anthoxanthum redolens var. gunckelii
Chorizanthe vaginata var. arida
Opuntia archiconoidea
Prumnopitys andina
Berberidopsis granitica
Loasa solaniifolia
Lobivia longispina
Thlaspi commutatum
Azorella acaulis
Galinsoga quinqueradiata
Limosella aquatica
Acaena longiaristata
Loasa tricolor var. prostrata
Polypodium masafuerae
Blechnum hastatum
Phaca acutidens
Chloraea leontoglossa
Scirpus cernuus
Eugenia selkirkii
Sisymbrium lanatum
Senecio leptanthus
Setaria pumila
Lepidium bonariense
Lagenifera nudicaulis
Escallonia rubra var. rubra
Ionidium glutinosum var. angustifolium
Azorella utriculata
Cynanchum atacamense
Calandrinia saxifraga var. oligantha
Tylloma euphrasioides
Calceolaria corymbosa
Cryptantha aprica
Argylia lutea
Carex inconspicua
Lippia trifida
Moraea sertata
Heliotropium geissei
Eleocharis atacamensis
Junellia punctulata
Lycium salsum var. gracile
Drudea lycopodioides
Draba cauquensis
Viguiera adenotricha
Lemna parodiana
Chiropetalum berterianum var. psiladenium
Gilia involucrata
Chaetanthera incana var. spathulata
Libertia ixioides
Baccharis macraei var. intermedia
Lychnis andicola
Haplopappus stolpii
Calystegia soldanella
Potamogeton natans
Blechnum gilliesii
Chenopodium sancti-ambrosii
Mulinum spinosum var. trispinescens
Dioscorea humifusa var. gracilis
Mathewsia incana
Nassauvia revoluta
Mimulus naiandinus
Psychrophila sagittata
Senecio hakeaefolius
Perezia diversifolia var. crispa
Viola montagnei var. glandulosa
Chusquea andina
Leptophyllochloa micrathera
Rorippa mandonii
Mutisia subulata var. rosea
Wedeliela incarnata
Collania involucrosa
Chamissonia tenuifolia
Poa acrochaeta
Lepidium philippianum var. brachystylum
Desfontainia obovata
Juncus llanquihuensis
Mulinum isatidicarpum
Francoa appendiculata var. sonchifolia
Hypochaeris gayana
Galega officinalis
Phalaris angusta
Nicotiana solanifolia
Lycopodium confertum var. barrosii
Mulinum valentini
Erigeron remyanus
Puccinellia parodi
Hesperis matronalis
Astragalus maulensis
Triglochin striata
Viviania rosea var. beta
Forstera uliginosa
Milium compressum
Armeria macloviana
Chiliotrichum fuegianum
Daphne tenera
Oenothera rosea
Leuceria scrobiculata var. glabra
Selliera radicans
Eriosyce rodentiophila
Lycium salsum var. chilense
Trifolium polymorphum var. grandiflorum
Distichlis deserticola
Lastarriaea chilensis
Spergularia denticulata
Cremolobus weberbauerii
Viola dumetorum var. araucana
Urostachys fuegianus
Asteriscium spinosissimum
Cristaria saniculaefolia
Dioscorea reticulata
Opuntia geissei
Phaca brachytropis
Symphyostemon biflorus
Pentaphorus pyrifolius
Oxalis aureoflava
Phaca carrizalensis
Miersia raucoana
Adesmia gracillima
Serpyllopsis caespitosa
Myrceugenia buxifolia
Gaultheria tenuifolia
Malesherbia solanoides
Schinus patagonicus
Lobelia tupa var. bicalcarata
Witheringia gaudichaudiana
Oxalis hypsophila
Tropaeolum prostratum
Tylloma renifolium
Obione clivicola
Haplodiscus ischnos
Aster erectus var. antucensis
Asarca besseri
Adesmia leiocarpa
Lycium scoparium
Myriophyllum aquaticum
Medicago polymorpha var. confinis
Puccinellia oresigena
Schizopetalon tenuifolium
Silvaea amarantoides
Nototriche werdermannii
Haageocereus australis fma. subtilispinus
Adesmia tenella var. tenella
Cynoglossum lineare
Juncus balticus var. columnaris
Heliotropium floridum var. bridgesii
Oxalis bustillosii
Ribes parvifolium
Pernettya crassifolia
Neoporteria senilis
Polyachyrus selinoides
Schinus huyngan
Alstroemeria presliana
Tissa stuebellii
Ranunculus hemignostus
Epilobium interruptum
Chorizanthe frankenioides
Triglochin scilloides
Dorystigma squarrosum
Eritrichium pugae
Spergularia fasciculata
Phaca orites
Blechnum chilense fma. imbricatum
Polypogon linearis
Escallonia rubra var. multiflora
Polypogon elongatus var. elongatus
Ephedra araucana
Phaca san-romani
Senecio tehuelches
Blumenbachia espigneira
Malacochaete chilense
Montiopsis glomerata
Prionotes myrsinites
Paspalum notatum
Colobanthus saginoides
Araucaria araucana
Veronica simpsoni
Anomocarpus subsessiliflorus
Pseudognaphalium andicola
Aira pulchra
Nototriche obcuneata var. obcuneata
Triodanis biflora
Calandrinia compressa
Agrostis stolonifera var. palustris
Vicia saffordii
Ephedra nana
Deyeuxia rigescens
Hymenophyllum attenuatum
Teucrium nudicaule var. leucanthum
Gaultheria furiens
Plagiobothrys uliginosus
Menonvillea hookeri
Tarasa congestiflora
Argylia viridis var. lutea
Bellardia trixago
Solanum ocellatum
Menonvillea chilensis
Solenomelus pedunculatus
Verbena gynobasis var. strigosa
Hippeastrum andinum
Lancisia minuta
Trigonella monspeliaca
Synammia skottsbergii
Berberis chillanensis
Veronica arvensis
Pyrrhocactus rupiculus
Polystichum multifidum
Apera interrupta
Cummingia campanulata
Stipa trichocaulos
Plantago truncata subsp. skottsbergii
Macrorhynchus poeppigii
Heliotropium rugosum
Plantago polymorpha
Schoenoplectus americanus subsp. longispicatus
Chiliotrichum darwinii
Cummingia parvula
Echinochloa crusgalli var. crusgalli
Drimys winteri var. winteri
Cristaria insularis
Hechtia pitcairniifolia
Phrygilanthus tetrandus
Calceolaria aiseniana
Carex acaulis
Adesmia sessiliflora
Adesmia bedwellii
Trophaeum tenuirostre
Echinocactus fieldlerianum
Solanum novemlobum
Dolichogyne chiliotrichioides
Decostea jodinifolia
Heliotropium chenopodiaceum var. sclerocarpum
Asarca appendiculata
Calandrinia potentilloides var. minor
Genista andicola
Senecio graveolens
Gilia crassifolia var. andicola
Oxalis gracilinervosa
Oxalis araucana
Phoenicoseris berteriana
Eugenia temu
Senecio mapuche
Blechnum auriculatum var. parvulum
Senecio breviculus
Cardamine pentaphylla
Hieracium magellanicum
Oxalis atacamensis
Tillandsia capillaris fma. virescens
Centaurea benedicta
Oxalis gilliesii
Columnea ovata
Calceolaria nahuelbutae
Nassauvia pygmaea var. intermedia
Chiropetalum berterianum fma. macrantha
Conyza conglomerata
Carex araucana
Vandenboschia exsecta
Euphorbia serpens
Viola pseudasterias var. psammophila
Chloraea dasypogon
Chenopodium ambrosioides var. euchilense
Blumenbachia sylvestris
Ulantha grandiflora
Phyllachne uliginosa
Colliguaja dombeyana
Dioscorea biloba subsp. biloba
Puccinellia hypsophila
Chloraea patagonica
Dinemagonum bridgesianum fma. glanduloso-bracteolata
Eleocharis leptocaulis
Adesmia coronilloides
Artemisia magellanica
Fagonia chilensis
Alopecurus magellanicus var. magellanicus
Gnaphalium pseudohelichrysum
Blechnum poeppigianum
Myriophyllum ternatum var. tetraphyllum
Zephyra compacta
Leuceria purpurea
Abutilon salicifolium
Senecio luridus
Verbena hystrix
Myrceugenella chequen var. myrtomimeta
Oriastrum pusillum var. uncinatum
Pitavia punctata
Lycium chilense var. gracile
Eugenia apiculata
Fabiana densa
Hedyotis uniflora
Proustia glandulosa
Agrostis stolonifera var. stolonifera
Jussiaea montevidensis
Oenothera subulata
Eriosyce crispa var. huascensis
Petroselinum crispum
Agallis lanata
Ranunculus aquatilis var. caespitosa
Jarava brevipes
Anemone triternata
Dendroseris macrophylla
Psoralea glandulosa
Eriosyce taltalensis subsp. pygmaea
Helenium borchersii
Oxalis deflexa
Trisetum chiloense
Fortunatia biflora
Pernettya rupicola
Azorella biloba
Grindelia foliosa
Lathyrus ecirrhosus
Hippia minuta
Larrea nitida
Senecio algens
Paspalum dilatatum
Oriastrum leucocephalum
Malvastrum compactum
Ophryosporus heptanthus
Bromus chilensis
Senecio sericeonitens
Pircunia drastica
Weberbauera stenophylla
Rhodophiala volckmannii
Arbutus phillyreifolia
Placea davidii
Oenothera gauroides
Duranta umbilicata
Baccharis marginalis var. linifolia
Vicia graminea var. setifolia
Phacelia brachyantha
Patagonium arachnipes
Acetosella ornithopus
Mulinum leptacanthum
Adesmia pumila var. aurantiaca
Asarca bletioides
Brodiaea ixioides
Senecio cachinalensis var. copiapinus
Homanthis pungens
Agrostis canina var. grandiflora
Gnaphalium perpusillum
Rothia pinnata var. purpurascens
Lippia fonckii
Pourretia argentea
Cochranea hispidula
Perezia palustris
Euphorbia klotzschii var. argentina
Genista cumingii
Adesmia radicifolia
Juncus chilensis
Malesherbia parviflora
Agrostis desvauxii
Gentiana sedifolia var. lineata
Cyperus volckmannii
Carex salticola
Copiapoa cinerea var. eremophila
Limosella tenuifolia
Lathyrus longipes
Limosella aquatica var. tenuifolia
Erigeron leptopetalus
Eriosyce eriosyzoides var. transitensis
Laurelia aromatica
Boopis scapigera
Rapuntium besserianum
Acaena leptacantha subsp. connectens
Nototriche holosericea
Alona longifolia
Neoporteria horrida
Senecio longipes
Phaiophleps nigricans
Sisyrinchium illapelinum
Iocenes acanthifolius
Isolepis monocephala
Cynodon dactylon var. affinis
Viola frigida var. borchersii
Lysimachia verna
Onuris alismatifolia
Hexaptera spathulata subsp. pusilla
Critesion parodii
Astragalus laetevirens
Sisyrinchium guttatum
Lasiorhiza floribunda
Trichomanes ingae
Dipyrena juncea
Malva humilis
Senecio evacoides
Molina caespitosa
Hordeum patagonicum subsp. magellanicum
Cistanthe crassifolia
Witheringia ruderalis
Zephyra amoena
Lycopodium barrosii
Senecio gnidioides
Baccharis sessilifolia
Monttea chilensis
Cyperus rancoanus
Aster diplopappus
Polypodium penna-marina
Malesherbia humilis var. gabrielae
Plantago pugae
Alstroemeria marticorenae
Baccharis alpina var. nivalis
Hymenophyllum umbratile
Colletia spinosa var. valdiviana
Viola glechomoides
Schizopetalon gayanum
Axonopus paschalis
Polypodium quadripartitum
Malesherbia lirana var. hieronymi
Oxalis aberrans
Oxalis enneaphylla var. pumila
Solanum geissei
Callitriche marginata var. lechleri
Phrygilanthus heterophyllus
Senecio medicinalis
Eugenia planipes
Poa scoparia
Chaetanthera flabellata var. prostrata
Ourisia alpina var. pallens
Crinodendron hookerianum
Lupinaster ochreatus
Erdisia philippii
Asarca chrysostachya
Talinum trigonum
Oriastrum pulvinatum
Senecio hickenii
Verbena foetida
Draba rosulata
Volkameria spinosa
Deschampsia monandra
Lycopodium scariosum
Haplopappus anthylloides
Eriosyce subgibbosa var. wagenknechtii
Eryngium pratense
Codonorchis lessonii var. poeppigii
Phaca verticillata
Hymenophyllum cumingii
Hymenophyllum rarum var. darwinii
Mutisia decurrens
Crassula decumbens
Ranunculus semiverticillatus
Carex huitensis
Patagonium philippianum
Witheringia gayana
Desfontainia novemdentata
Senecio linariifolius var. aclonetus
Eragrostis virescens
Sida rhombifolia
Galium laxum
Adesmia obcordata
Neomolina racemosa
Malvastrum orbignyanum
Pyrrhocactus andicola var. descendens
Senecio andicola
Sisyrinchium graminifolium subsp. nanum
Deschampsia caespitosa var. pulchra
Hippeastrum davidii
Calamagrostis crispa
Conyza bonariensis var. angustifolia
Triptilion berteroi
Cymbidium luteum
Sisyrinchium dasycarpum
Gaultheria elegans
Neoporteria recondita var. vexata
Dolia puberula
Sophora reediana
Cistanthe minuscula
Heterothalamus nivalis
Dicranopteris litoralis
Polyachyrus poeppigii subsp. multifidus
Echinopsis chiloensis subsp. chiloensis
Fuchsia magellanica
Loasa elongata
Proustia pungens var. ilicifolia
Adesmia davilae
Aster bezanillanus
Lavidia caespitosa
Koeleria rigidula
Polygonum sanguinaria
Lippia aprica
Berberis chilensis var. ferox
Haplopappus nahuelbutae
Wolffia brasiliensis
Perezia recurvata subsp. triceps
Horridocactus paucicostatus
Drymaria cordata
Pyrrhocactus horridus
Senecio martinensis
Azorella atacamensis
Senecio obtectus
Astragalus vagus
Poa chonotica
Lomaria triloba
Mimosa circinalis
